horizon,impulse,response,irf,lower,upper
14,unemployment,inflation,0.0021335004679457824,-0.023531775866808165,0.02192914017853777
14,unemployment,fed_funds,0.04499735015199649,-0.020756354128367866,0.0868169952838839
14,unemployment,unemployment,0.055797311882657345,-0.0050629310899843955,0.09363940307759937
15,gdp,gdp,-0.00872800373365233,-0.03656462366101125,0.013475056922933262
15,gdp,inflation,-0.00411448860194428,-0.02147012652518057,0.017193805124073747
15,gdp,fed_funds,-0.018184194758024623,-0.07747286942806957,0.03527148716377273
15,gdp,unemployment,-0.029552179133508612,-0.07308091028569472,0.027401269260655954
15,inflation,gdp,0.0009517509598451489,-0.01926467313263258,0.02509762865741897
15,inflation,inflation,0.001061762320059827,-0.02360336502500328,0.01957469386931682
15,inflation,fed_funds,0.03980670674720274,-0.01832089950751613,0.08979207890320906
15,inflation,unemployment,0.052003631877300484,-0.004260850996517432,0.09014698378605766
15,fed_funds,gdp,0.0013862063059352585,-0.01343890320104259,0.022810479337048252
15,fed_funds,inflation,0.001017895774454378,-0.014564253909549746,0.016706971933262517
15,fed_funds,fed_funds,0.017495768059124554,-0.030548763613909683,0.05425325048973165
15,fed_funds,unemployment,0.03283293209602676,-0.017817446965895725,0.0710419181823105
15,unemployment,gdp,0.003809684731374007,-0.017581790029922034,0.02073579546364013
15,unemployment,inflation,0.0018687714944566312,-0.020278190669529635,0.019985119226774747
15,unemployment,fed_funds,0.04163606700380288,-0.01979590901937413,0.08187466998567856
15,unemployment,unemployment,0.05231583586146387,-0.006492261890959886,0.08985044040781555
16,gdp,gdp,-0.006731106449060334,-0.030362805474397358,0.013958492945893606
16,gdp,inflation,-0.0031120782143614746,-0.01823993805554888,0.01652212751436009
16,gdp,fed_funds,-0.019355434331610074,-0.07524735530747133,0.030905768973040856
16,gdp,unemployment,-0.02652804860479911,-0.06619158216613007,0.025843106982850396
16,inflation,gdp,0.0015879494773248502,-0.01685648375592191,0.023290742453114476
16,inflation,inflation,0.0011907729918061315,-0.02323331540083938,0.018431388455158747
16,inflation,fed_funds,0.03622788535712611,-0.017563285424351205,0.083843428659504
16,inflation,unemployment,0.049056902983948665,-0.003962501739037951,0.08722154511483099
16,fed_funds,gdp,0.0019673240747713964,-0.009339975297050102,0.0207635082235484
16,fed_funds,inflation,0.0012035433766127768,-0.012886515403377596,0.01593525230713385
16,fed_funds,fed_funds,0.01673699176289114,-0.027891906130063968,0.05161702485025517
16,fed_funds,unemployment,0.03045911867246608,-0.017456126318177563,0.0668019032800322
16,unemployment,gdp,0.003442705426782407,-0.017137923767995677,0.017972015031637242
16,unemployment,inflation,0.0016885814623448243,-0.01911004858124164,0.018976175026448532
16,unemployment,fed_funds,0.03849937563820018,-0.0189952819958972,0.07703114566302698
16,unemployment,unemployment,0.049057987782035246,-0.007033230072742739,0.08601746501879597
17,gdp,gdp,-0.0051321123764328765,-0.02499842810088585,0.01421401883242611
17,gdp,inflation,-0.0023234965919923765,-0.01641960402619204,0.015821591554162084
17,gdp,fed_funds,-0.019542824126952227,-0.07090645201334682,0.026625830474457175
17,gdp,unemployment,-0.024125811311504066,-0.06188761710827577,0.024031640532491523
17,inflation,gdp,0.0020193362959032572,-0.014390598050446717,0.02256742478183818
17,inflation,inflation,0.0012918035714575497,-0.02057349181113099,0.01759192349405261
17,inflation,fed_funds,0.03323875589516836,-0.015462848785082002,0.07787290129194258
17,inflation,unemployment,0.04611988677092712,-0.0037106654896736074,0.08345923599732091
17,fed_funds,gdp,0.002228618129825854,-0.008371559685878301,0.01923711221667274
17,fed_funds,inflation,0.0012763897486734637,-0.012038025766878001,0.014674580723630959
17,fed_funds,fed_funds,0.01613653356683743,-0.023554003767334908,0.050070209043656944
17,fed_funds,unemployment,0.02819911505218774,-0.014219231317533334,0.06247751595068488
